CustomerID,Age,Gender,Region,SubscriptionPlan,Tenure months,MonthlySpend,SupportTickets,LastLoginDaysAgo,Churn,ChurnStatus
CUST1055,37,Female,South,Standard,10,1222.32,6,12,0,Stayed
CUST1056,45,Male,North,Basic,1,592.39,2,34,0,Stayed
CUST1057,64,Male,South,Standard,22,1105.87,2,74,0,Stayed
CUST1058,24,Female,North,Premium,26,411.51,0,58,0,Stayed
CUST1059,61,Female,South,Premium,18,608.46,0,20,1,Churned
CUST1060,25,Female,North,Standard,14,1245.48,1,53,0,Stayed
CUST1061,64,Female,North,Standard,29,1337.62,1,74,0,Stayed
CUST1062,52,Male,North,Standard,12,1030.18,1,29,1,Churned
CUST1063,31,Female,West,Basic,35,908.21,1,47,0,Stayed
CUST1064,34,Male,South,Standard,12,491.16,1,34,0,Stayed
CUST1065,53,Female,South,Standard,7,375.73,3,85,0,Stayed
CUST1066,67,Female,South,Standard,29,441.18,4,37,0,Stayed
CUST1067,57,Female,North,Premium,11,572.83,1,30,0,Stayed
CUST1068,21,Male,South,Premium,33,710.01,3,77,0,Stayed
CUST1069,19,Female,South,Basic,6,757.09,0,23,1,Churned
CUST1070,23,Female,North,Basic,15,715.59,2,48,1,Churned
CUST1071,59,Female,East,Premium,32,586.87,0,31,0,Stayed
CUST1072,21,Female,North,Premium,11,911.67,1,54,0,Stayed
CUST1073,46,Male,South,Premium,23,1290.34,1,78,1,Churned
CUST1074,35,Female,North,Standard,26,635.64,1,57,0,Stayed
CUST1075,43,Male,East,Standard,34,1430.86,2,2,1,Churned
CUST1076,61,Male,North,Premium,34,1348,1,79,1,Churned
CUST1077,51,Male,South,Standard,29,494.12,0,68,1,Churned
CUST1078,27,Male,East,Standard,4,1243.53,3,84,0,Stayed
CUST1079,53,Male,West,Basic,17,989.5,1,9,0,Stayed
CUST1080,31,Male,South,Premium,35,979.89,1,82,0,Stayed
CUST1081,48,Female,East,Premium,13,769.25,2,24,1,Churned
CUST1082,65,Male,East,Standard,15,901.38,2,67,0,Stayed
CUST1083,32,Male,West,Premium,29,776.61,2,60,1,Churned
CUST1084,25,Male,North,Basic,29,947.68,0,28,0,Stayed
CUST1085,31,Female,North,Basic,11,1053.54,2,18,0,Stayed
CUST1086,40,Female,South,Basic,32,1109.16,1,42,0,Stayed
CUST1087,57,Male,West,Premium,2,938.98,2,65,0,Stayed
CUST1088,38,Female,North,Premium,14,1165.71,1,73,0,Stayed
CUST1089,33,Male,West,Premium,20,469.53,3,60,0,Stayed
CUST1090,62,Male,North,Premium,22,554.38,2,42,1,Churned
CUST1091,35,Female,East,Premium,11,1282.48,1,24,0,Stayed
CUST1092,64,Male,North,Basic,27,687.03,0,19,0,Stayed
CUST1093,41,Female,West,Standard,3,327.47,1,47,0,Stayed
CUST1094,43,Female,East,Basic,17,484.55,2,82,1,Churned
CUST1095,42,Male,East,Premium,28,568.34,3,86,1,Churned
CUST1096,62,Male,East,Basic,29,1448.79,0,23,0,Stayed
CUST1097,58,Female,West,Premium,21,987.65,1,10,1,Churned
CUST1098,46,Male,South,Premium,16,1419.28,2,54,1,Churned
CUST1099,32,Male,South,Basic,20,990.2,3,27,0,Stayed
CUST1100,62,Male,South,Premium,6,875.23,1,68,0,Stayed
CUST1101,18,Female,West,Standard,19,676.47,1,62,0,Stayed
CUST1102,42,Female,East,Premium,5,1027.65,3,58,0,Stayed
CUST1103,24,Male,South,Standard,3,467.04,2,4,1,Churned
CUST1104,26,Female,West,Standard,1,1377.91,2,50,0,Stayed
CUST1105,41,Female,South,Premium,15,1295.2,2,20,1,Churned
CUST1106,18,Female,North,Basic,34,681.04,3,11,0,Stayed
CUST1107,61,Female,South,Standard,35,1443.36,2,49,0,Stayed
CUST1108,25,Female,South,Basic,25,1290.24,3,3,0,Stayed
CUST1109,41,Male,East,Standard,24,1099.57,1,41,0,Stayed
CUST1110,28,Male,West,Premium,12,446.11,0,83,1,Churned
CUST1111,68,Male,East,Premium,18,873.88,0,37,1,Churned
CUST1112,34,Female,East,Standard,15,907.33,0,24,0,Stayed
CUST1113,25,Female,East,Premium,16,579.06,3,13,0,Stayed
CUST1114,52,Male,East,Standard,27,395.96,4,74,0,Stayed
CUST1115,52,Female,East,Premium,8,1232.07,0,31,0,Stayed
CUST1116,50,Male,South,Basic,25,446.44,3,10,0,Stayed
CUST1117,22,Male,East,Premium,17,1013.15,2,60,0,Stayed
CUST1118,59,Male,East,Basic,29,1423.74,2,17,0,Stayed
CUST1119,56,Female,West,Premium,8,1351.33,0,26,1,Churned
CUST1120,58,Female,North,Basic,15,633.3,3,54,0,Stayed
CUST1121,45,Male,South,Premium,27,1321.74,1,53,0,Stayed
CUST1122,24,Male,South,Basic,7,300.4,2,81,0,Stayed
CUST1123,26,Male,South,Standard,3,321.23,1,86,0,Stayed
CUST1124,25,Male,East,Standard,29,1023.06,1,74,0,Stayed
CUST1125,29,Female,East,Basic,24,737.76,1,20,1,Churned
CUST1126,51,Female,East,Premium,3,763.75,1,43,1,Churned
CUST1127,50,Male,West,Basic,20,977.33,1,4,0,Stayed
CUST1128,65,Male,North,Premium,15,530.14,3,86,0,Stayed
CUST1129,40,Female,East,Standard,25,554.11,1,40,0,Stayed
CUST1130,41,Female,North,Premium,30,881.52,2,58,1,Churned
CUST1131,54,Male,West,Standard,14,1205.1,0,88,0,Stayed
CUST1132,52,Male,South,Premium,7,1043.4,3,53,0,Stayed
CUST1133,61,Male,East,Premium,17,656.83,1,73,0,Stayed
CUST1134,57,Female,North,Premium,20,816.4,0,21,0,Stayed
CUST1135,39,Female,North,Basic,9,504.8,1,82,0,Stayed
CUST1136,44,Female,East,Basic,22,389.56,2,64,1,Churned
CUST1137,52,Male,South,Standard,2,1239.24,0,63,0,Stayed
CUST1138,18,Male,South,Standard,24,618.46,0,70,0,Stayed
CUST1139,52,Female,South,Basic,8,513.32,2,3,0,Stayed
CUST1140,54,Female,West,Standard,11,1129.94,1,64,1,Churned
CUST1141,64,Male,North,Basic,13,1041.66,1,14,1,Churned
CUST1142,31,Female,North,Premium,17,1059.83,2,75,0,Stayed
CUST1143,20,Female,North,Standard,8,574.67,1,21,1,Churned
CUST1144,18,Male,West,Standard,21,579.17,2,85,0,Stayed
CUST1145,22,Female,North,Basic,18,564.96,1,46,0,Stayed
CUST1146,43,Male,West,Standard,30,508.5,0,80,0,Stayed
CUST1147,31,Male,South,Standard,18,1086.87,4,45,0,Stayed
CUST1148,56,Male,East,Premium,31,1317.62,0,13,0,Stayed
CUST1149,44,Male,North,Standard,32,1169.18,1,49,0,Stayed
CUST1150,26,Male,North,Premium,11,1250.51,2,19,0,Stayed
CUST1151,32,Male,South,Basic,25,785.76,0,49,1,Churned
CUST1152,32,Male,East,Standard,33,1084.89,2,32,0,Stayed
CUST1153,43,Female,West,Premium,8,725.08,2,58,0,Stayed
CUST1154,59,Male,East,Basic,11,930.61,2,42,0,Stayed
CUST1155,30,Male,South,Standard,22,877.96,1,78,1,Churned
CUST1156,68,Female,South,Basic,24,512.26,2,11,0,Stayed
CUST1157,49,Female,East,Standard,17,764.49,2,39,0,Stayed
CUST1158,56,Female,West,Basic,12,1456.59,1,19,1,Churned
CUST1159,66,Male,West,Basic,32,598.3,3,37,0,Stayed
CUST1160,69,Female,North,Premium,15,460.56,2,2,0,Stayed
CUST1161,49,Male,West,Basic,16,802.3,1,27,1,Churned
CUST1162,21,Male,East,Standard,22,1248.41,2,55,0,Stayed
CUST1163,47,Male,South,Standard,28,998.58,2,89,0,Stayed
CUST1164,54,Male,North,Premium,20,1117.17,3,12,0,Stayed
CUST1165,40,Female,North,Standard,33,527.63,2,76,0,Stayed
CUST1166,56,Female,South,Standard,10,1042.74,2,65,0,Stayed
CUST1167,62,Male,West,Standard,32,688.2,3,36,0,Stayed
CUST1168,32,Male,South,Basic,33,1301.16,3,48,0,Stayed
CUST1169,60,Male,West,Basic,2,1055.16,3,65,0,Stayed
CUST1170,46,Female,South,Standard,33,538.63,1,35,1,Churned
CUST1171,53,Male,East,Premium,33,377.54,0,53,0,Stayed
CUST1172,30,Male,West,Basic,13,351.16,1,25,0,Stayed
CUST1173,49,Female,East,Premium,30,745.69,1,74,1,Churned
CUST1174,24,Female,North,Standard,33,619.02,1,71,0,Stayed
CUST1175,68,Male,South,Standard,13,1075.31,1,39,0,Stayed
CUST1176,39,Female,North,Basic,26,899.2,3,42,1,Churned
CUST1177,45,Female,North,Standard,22,619.22,3,21,0,Stayed
CUST1178,19,Male,North,Basic,2,479.09,2,19,0,Stayed
CUST1179,59,Female,North,Standard,26,452.64,3,7,1,Churned
CUST1180,62,Male,South,Standard,15,1337.59,1,28,0,Stayed
CUST1181,23,Female,North,Basic,34,592.17,0,39,0,Stayed
CUST1182,45,Male,South,Basic,11,1082.05,0,89,0,Stayed
CUST1183,45,Male,South,Basic,3,1272.82,1,29,0,Stayed
CUST1184,61,Male,East,Standard,6,1036.9,0,80,0,Stayed
CUST1185,61,Female,West,Standard,9,1331.48,0,83,1,Churned
CUST1186,37,Male,West,Premium,6,770.87,5,54,0,Stayed
CUST1187,47,Female,South,Basic,9,1447.47,2,15,1,Churned
CUST1188,28,Male,East,Standard,31,459.77,1,45,0,Stayed
CUST1189,45,Male,South,Standard,32,422.58,1,61,1,Churned
CUST1190,42,Female,South,Basic,12,1090.43,3,6,1,Churned
CUST1191,56,Male,South,Premium,8,1431.4,0,79,0,Stayed
CUST1192,50,Male,East,Basic,8,1270.66,2,44,0,Stayed
CUST1193,18,Female,West,Premium,28,391.7,1,58,0,Stayed
CUST1194,44,Male,East,Standard,20,635.24,1,55,0,Stayed
CUST1195,69,Male,North,Premium,7,1416.38,2,47,1,Churned
CUST1196,30,Male,East,Standard,11,603.67,2,26,1,Churned
CUST1197,58,Male,East,Basic,20,1237.4,0,52,0,Stayed
CUST1198,20,Female,East,Basic,16,1290.16,1,86,0,Stayed
CUST1199,56,Female,East,Basic,4,894.54,3,87,0,Stayed
CUST1200,23,Male,West,Premium,6,763.62,0,72,0,Stayed
CUST1201,25,Female,North,Standard,22,840.15,0,34,0,Stayed
CUST1202,44,Male,West,Basic,26,572.36,2,50,1,Churned
CUST1203,26,Female,West,Basic,3,1367.27,4,83,1,Churned
CUST1204,54,Male,East,Standard,14,840.74,2,36,0,Stayed
CUST1205,50,Male,South,Basic,11,1358.95,1,80,0,Stayed
CUST1206,68,Male,South,Standard,18,426.83,1,56,0,Stayed
CUST1207,59,Male,West,Standard,12,1485.93,0,7,0,Stayed
CUST1208,61,Male,West,Standard,23,831.93,3,78,0,Stayed
CUST1209,41,Male,East,Standard,12,357.4,3,19,0,Stayed
CUST1210,32,Female,West,Standard,13,345.63,1,52,1,Churned
CUST1211,49,Male,East,Premium,25,1195.45,0,11,0,Stayed
CUST1212,49,Female,South,Basic,19,1090.84,4,48,0,Stayed
CUST1213,41,Male,South,Premium,8,1262.56,1,16,1,Churned
CUST1214,58,Female,North,Basic,29,426.44,1,63,1,Churned
CUST1215,69,Female,South,Premium,32,342.69,2,41,0,Stayed
CUST1216,66,Female,West,Standard,18,910.3,5,28,0,Stayed
CUST1217,66,Male,South,Basic,6,765.11,3,18,0,Stayed
CUST1218,69,Male,East,Basic,18,854.34,0,10,1,Churned
CUST1219,29,Female,South,Premium,19,1489.91,4,49,1,Churned
CUST1220,56,Male,North,Premium,22,1464.9,1,70,0,Stayed
CUST1221,19,Female,South,Basic,32,1430.78,0,57,0,Stayed
CUST1222,20,Male,East,Premium,3,1240.61,1,33,1,Churned
CUST1223,66,Female,East,Premium,28,725.81,2,19,0,Stayed
CUST1224,54,Female,West,Premium,10,794.56,3,49,0,Stayed
CUST1225,66,Male,South,Standard,35,959.54,1,87,0,Stayed
CUST1226,34,Female,East,Standard,29,1296.64,2,9,0,Stayed
CUST1227,66,Male,North,Premium,15,382.46,2,31,0,Stayed
CUST1228,19,Female,West,Premium,33,809.16,1,51,1,Churned
CUST1229,19,Female,North,Standard,7,399.14,2,14,1,Churned
CUST1230,45,Male,South,Standard,12,917.59,3,83,0,Stayed
CUST1231,40,Male,South,Basic,30,1378.68,2,2,0,Stayed
CUST1232,54,Male,South,Basic,21,1238.98,2,36,0,Stayed
CUST1233,49,Female,West,Standard,31,573.41,2,39,0,Stayed
CUST1234,50,Male,East,Premium,24,1471.19,2,71,0,Stayed
CUST1235,18,Female,West,Premium,20,1100.82,0,39,1,Churned
CUST1236,36,Female,North,Premium,4,312.51,0,55,0,Stayed
CUST1237,19,Male,West,Premium,28,606.5,4,22,0,Stayed
CUST1238,61,Male,North,Basic,20,612.86,1,10,0,Stayed
CUST1239,43,Female,West,Standard,24,383.11,4,63,1,Churned
CUST1240,49,Female,East,Premium,32,1451.79,2,7,1,Churned
CUST1241,23,Male,North,Basic,34,873.91,1,55,1,Churned
CUST1242,49,Male,South,Premium,2,1374.98,1,59,1,Churned
CUST1243,21,Male,South,Standard,15,686.66,2,9,0,Stayed
CUST1244,28,Male,West,Basic,34,450.28,1,38,0,Stayed
CUST1245,34,Male,South,Standard,6,869.2,0,27,0,Stayed
CUST1246,55,Female,North,Standard,12,436.75,2,48,0,Stayed
CUST1247,41,Female,South,Basic,3,883.22,1,35,0,Stayed
CUST1248,22,Female,East,Basic,18,1404.36,0,12,0,Stayed
CUST1249,69,Female,East,Basic,21,924.92,1,35,0,Stayed
CUST1250,51,Male,West,Basic,15,1039.8,2,25,0,Stayed
CUST1251,23,Male,North,Basic,33,487.97,2,85,0,Stayed
CUST1252,39,Male,East,Basic,35,352.48,3,3,1,Churned
CUST1253,28,Female,East,Basic,26,432.97,3,81,0,Stayed
CUST1254,65,Female,North,Premium,8,1018.24,0,63,0,Stayed
CUST1255,33,Male,South,Standard,30,414.01,0,37,0,Stayed
CUST1256,50,Male,South,Basic,23,751.19,4,87,0,Stayed
CUST1257,26,Female,West,Premium,14,960.11,0,86,0,Stayed
CUST1258,23,Female,South,Premium,14,766.38,3,21,0,Stayed
CUST1259,33,Male,North,Premium,2,496.42,2,1,0,Stayed
CUST1260,46,Male,East,Standard,5,628.55,2,30,0,Stayed
CUST1261,20,Female,South,Basic,14,1413.98,4,10,0,Stayed
CUST1262,37,Male,West,Premium,25,1111.18,2,45,0,Stayed
CUST1263,53,Male,South,Standard,20,895.26,1,61,0,Stayed
CUST1264,36,Male,North,Standard,2,315.26,3,68,0,Stayed
CUST1265,43,Female,West,Standard,6,1490.9,2,63,0,Stayed
CUST1266,20,Female,South,Premium,17,1105.75,3,9,0,Stayed
CUST1267,36,Female,West,Basic,25,680.31,1,39,0,Stayed
CUST1268,37,Female,North,Premium,28,1355.12,1,23,0,Stayed
CUST1269,49,Female,East,Premium,2,610.12,4,43,0,Stayed
CUST1270,24,Female,North,Basic,35,952.82,3,59,0,Stayed
CUST1271,69,Female,North,Basic,5,1063.28,2,61,1,Churned
CUST1272,58,Male,North,Basic,1,565.28,3,86,1,Churned
CUST1273,50,Male,North,Standard,12,1474.08,2,16,1,Churned
CUST1274,57,Male,East,Basic,23,1197.83,1,64,0,Stayed
CUST1275,56,Male,East,Premium,31,969.38,2,56,0,Stayed
CUST1276,35,Male,West,Basic,11,516.71,2,54,0,Stayed
CUST1277,57,Male,South,Premium,10,364.63,2,52,0,Stayed
CUST1278,18,Male,East,Standard,3,684.07,0,55,0,Stayed
CUST1279,28,Female,East,Premium,14,1203.82,0,8,0,Stayed
CUST1280,45,Female,South,Premium,16,623.2,0,21,1,Churned
CUST1281,42,Male,East,Basic,10,947.47,2,12,0,Stayed
CUST1282,67,Male,North,Basic,29,1173.54,4,88,1,Churned
CUST1283,40,Female,North,Premium,10,429.53,2,47,0,Stayed
CUST1284,48,Male,South,Basic,12,1122.36,1,17,0,Stayed
CUST1285,47,Male,West,Standard,30,410.25,6,75,0,Stayed
CUST1286,59,Female,West,Standard,1,1458.16,1,39,0,Stayed
CUST1287,52,Male,South,Basic,5,886.07,1,16,1,Churned
CUST1288,24,Female,South,Standard,20,480.81,1,14,0,Stayed
CUST1289,33,Male,North,Basic,8,710.86,2,14,0,Stayed
CUST1290,43,Female,West,Premium,12,796.1,1,78,1,Churned
CUST1291,65,Female,East,Premium,1,1209.82,1,62,0,Stayed
CUST1292,69,Female,North,Standard,20,1192.11,1,38,1,Churned
CUST1293,66,Male,South,Basic,28,1034.33,4,12,0,Stayed
CUST1294,19,Female,West,Basic,12,427.12,1,80,0,Stayed
CUST1295,18,Male,East,Standard,28,481.88,0,31,0,Stayed
CUST1296,65,Male,East,Premium,15,412.51,0,8,0,Stayed
CUST1297,29,Male,North,Standard,6,992.61,1,39,0,Stayed
CUST1298,22,Male,West,Premium,20,1352.57,3,19,0,Stayed
CUST1299,54,Female,West,Basic,14,820.56,5,89,1,Churned
CUST1300,49,Female,South,Premium,2,493.02,2,84,1,Churned
CUST1301,26,Male,West,Standard,9,969.65,1,81,0,Stayed
CUST1302,58,Male,West,Basic,20,1274.1,1,76,0,Stayed
CUST1303,52,Female,North,Standard,26,1190.05,2,79,0,Stayed
CUST1304,36,Male,West,Standard,29,1357.74,1,72,0,Stayed
CUST1305,65,Female,East,Premium,1,633.48,1,62,0,Stayed
CUST1306,33,Male,North,Standard,35,532.74,3,75,0,Stayed
CUST1307,20,Male,North,Premium,6,1355.78,4,43,0,Stayed
CUST1308,37,Female,South,Basic,5,1089.07,1,37,0,Stayed
CUST1309,41,Male,West,Premium,33,673.11,1,82,1,Churned
CUST1310,50,Female,South,Basic,14,1190.82,2,59,0,Stayed
CUST1311,41,Male,East,Premium,12,1278.14,2,70,0,Stayed
CUST1312,69,Male,North,Standard,20,1037.97,1,47,0,Stayed
CUST1313,28,Male,North,Premium,24,1125.46,2,17,0,Stayed
CUST1314,66,Female,North,Premium,34,750.31,2,15,0,Stayed
CUST1315,25,Male,East,Basic,25,946.43,0,54,0,Stayed
CUST1316,53,Male,East,Standard,29,928.99,2,38,1,Churned
CUST1317,55,Male,South,Premium,31,1317.66,2,67,0,Stayed
CUST1318,57,Male,South,Standard,23,1307.96,0,58,0,Stayed
CUST1319,37,Female,South,Premium,20,1299.22,2,88,1,Churned
CUST1320,52,Female,West,Premium,23,313.24,0,61,1,Churned
CUST1321,65,Male,North,Standard,16,1199.45,0,12,0,Stayed
CUST1322,42,Female,North,Premium,8,1210.41,2,80,0,Stayed
CUST1323,52,Male,South,Standard,21,1114.05,0,5,0,Stayed
CUST1324,42,Male,North,Premium,1,1207.52,2,82,0,Stayed
CUST1325,46,Male,South,Basic,8,1310.36,2,76,0,Stayed
CUST1326,35,Female,West,Standard,29,864.38,2,59,0,Stayed
CUST1327,63,Female,West,Premium,32,902.46,1,89,0,Stayed
CUST1328,35,Female,East,Premium,5,449.66,2,13,0,Stayed
CUST1329,19,Female,West,Basic,22,762.45,0,53,0,Stayed
CUST1330,52,Female,South,Standard,34,1072.04,2,3,0,Stayed
CUST1331,33,Female,West,Premium,1,1236.48,1,38,0,Stayed
CUST1332,58,Female,East,Basic,26,560.65,1,71,0,Stayed
CUST1333,53,Female,North,Premium,10,465.39,1,24,0,Stayed
CUST1334,50,Female,South,Standard,30,1095.65,1,76,0,Stayed
CUST1335,21,Male,North,Premium,18,302.26,1,31,0,Stayed
CUST1336,50,Female,East,Premium,17,514.05,2,58,0,Stayed
CUST1337,31,Female,East,Premium,26,334.89,3,62,0,Stayed
CUST1338,38,Female,East,Premium,8,500.26,2,37,0,Stayed
CUST1339,65,Female,North,Basic,12,517.58,0,52,1,Churned
CUST1340,37,Female,North,Basic,27,765.21,0,66,1,Churned
CUST1341,25,Female,North,Standard,8,782.79,1,27,0,Stayed
CUST1342,24,Female,North,Basic,25,1349.11,0,2,0,Stayed
CUST1343,20,Female,East,Basic,4,912.13,2,79,0,Stayed
CUST1344,34,Female,East,Standard,33,1168.09,0,21,0,Stayed
CUST1345,50,Female,South,Basic,1,424.96,0,37,0,Stayed
CUST1346,65,Female,South,Basic,19,570.53,0,71,1,Churned
CUST1347,29,Male,North,Standard,31,1143.53,1,71,0,Stayed
CUST1348,68,Male,West,Standard,16,363.36,0,61,0,Stayed
CUST1349,39,Female,West,Standard,14,883.92,3,56,1,Churned
CUST1350,39,Female,East,Premium,5,1019.24,1,5,1,Churned
CUST1351,63,Male,East,Premium,26,1022.57,1,77,1,Churned
CUST1352,47,Female,East,Standard,28,327.52,1,31,0,Stayed
CUST1353,55,Male,South,Standard,2,686.53,1,9,0,Stayed
CUST1354,55,Male,South,Standard,6,1063.79,3,2,0,Stayed
CUST1355,62,Male,East,Premium,9,478.8,2,58,0,Stayed
CUST1356,68,Male,East,Premium,33,1134.5,2,75,0,Stayed
CUST1357,25,Male,East,Basic,25,1195.11,1,48,0,Stayed
CUST1358,44,Female,West,Basic,13,1478.36,0,58,1,Churned
CUST1359,44,Male,South,Standard,9,551.81,3,30,0,Stayed
CUST1360,51,Female,West,Premium,13,1290.16,4,68,0,Stayed
CUST1361,38,Female,West,Premium,31,924.36,2,61,0,Stayed
CUST1362,47,Male,East,Premium,11,748.16,4,51,0,Stayed
CUST1363,50,Male,East,Standard,4,446.85,1,88,0,Stayed
CUST1364,45,Female,North,Basic,34,1182.61,0,40,0,Stayed
CUST1365,64,Male,North,Standard,4,583.03,0,30,0,Stayed
CUST1366,50,Male,West,Basic,19,745.71,1,84,1,Churned
CUST1367,22,Female,South,Basic,6,375.05,2,83,0,Stayed
CUST1368,65,Female,East,Standard,34,1261.64,2,21,1,Churned
CUST1369,36,Male,East,Basic,18,1219.91,1,3,0,Stayed
CUST1370,21,Female,West,Basic,13,1180.34,2,12,0,Stayed
CUST1371,52,Male,North,Premium,23,659.33,0,44,0,Stayed
CUST1372,66,Male,South,Basic,19,508.18,3,41,0,Stayed
CUST1373,34,Male,North,Standard,11,1065.06,0,48,0,Stayed
CUST1374,61,Female,North,Standard,1,895.4,4,19,0,Stayed
CUST1375,45,Female,North,Basic,24,513.9,2,76,1,Churned
CUST1376,47,Female,North,Premium,7,1123.09,2,80,1,Churned
CUST1377,46,Female,East,Premium,25,1489.35,3,53,0,Stayed
CUST1378,63,Female,East,Basic,21,1196.66,1,35,1,Churned
CUST1379,23,Male,North,Basic,15,1187.98,1,0,0,Stayed
CUST1380,52,Male,South,Standard,1,1440.38,3,14,1,Churned
CUST1381,58,Male,West,Basic,12,543.52,2,76,0,Stayed
CUST1382,54,Male,South,Premium,7,978.66,1,16,0,Stayed
CUST1383,41,Female,South,Basic,15,1475.58,1,23,1,Churned
CUST1384,46,Male,South,Standard,21,498.35,2,57,0,Stayed
CUST1385,66,Female,North,Standard,19,1140.3,0,71,1,Churned
CUST1386,63,Male,East,Standard,29,1002.97,3,22,0,Stayed
CUST1387,48,Female,South,Standard,25,1003.77,2,45,0,Stayed
CUST1388,52,Female,North,Standard,33,1137.2,2,71,0,Stayed
CUST1389,50,Male,South,Basic,32,1415.54,0,7,0,Stayed
CUST1390,69,Male,South,Basic,35,1239.1,0,58,0,Stayed
CUST1391,38,Male,North,Basic,26,367.36,0,89,1,Churned
CUST1392,49,Male,East,Basic,11,1323.27,2,58,0,Stayed
CUST1393,40,Female,East,Standard,35,570.65,1,12,1,Churned
CUST1394,50,Male,West,Premium,8,752.3,2,38,1,Churned
CUST1395,20,Male,North,Basic,14,854.08,0,27,0,Stayed
CUST1396,35,Female,West,Premium,10,877.09,3,88,1,Churned
CUST1397,42,Male,West,Basic,2,822.22,1,60,1,Churned
CUST1398,59,Male,West,Basic,9,1424.82,3,15,1,Churned
CUST1399,48,Male,East,Premium,3,1147.22,3,1,1,Churned
CUST1400,20,Male,North,Standard,21,1057.4,1,81,1,Churned
CUST1401,57,Male,West,Basic,26,359.81,4,16,0,Stayed
CUST1402,63,Female,North,Basic,8,1384.7,2,29,0,Stayed
CUST1403,41,Male,North,Basic,2,1391.27,2,12,1,Churned
CUST1404,67,Male,East,Premium,6,1236.26,2,81,0,Stayed
CUST1405,49,Male,West,Standard,28,308.44,1,12,0,Stayed
